"groupId","pathId","nodeId","value"
"1","1","0","122.96921444916445"
"1","1","1","175.77262528857293"
"1","2","0","357.1017967951289"
"1","2","1","230.43637072680718"
"1","3","0","297.66140104440655"
"1","3","1","211.4516123138892"
"1","4","0","685.9552345352097"
"1","4","1","188.33183503168095"
"1","5","0","111.29500465658161"
"1","5","1","161.9045893124419"
"5","1","0","118.51881864617073"
"5","1","1","1052.3426251523267"
"5","1","2","118.30176112668018"
"5","2","0","152.13743787296227"
"5","2","1","295.6329878741583"
"5","2","2","194.34487129087535"
"5","3","0","152.13743787296227"
"5","3","1","223.69659989553102"
"5","3","2","177.19109451320276"
"5","4","0","152.13743787296227"
"5","4","1","117.57256573631467"
"5","4","2","146.79851471613185"
"5","5","0","152.13743787296227"
"5","5","1","45.75850205791099"
"5","5","2","117.9369735957343"
"10","1","0","512.9569937915794"
"10","1","1","645.5091914532819"
"10","1","2","568.3174980244099"
"10","2","0","334.79693501060706"
"10","2","1","624.9909050240977"
"10","2","2","568.3174980244099"
"10","3","0","264.8911399106889"
"10","3","1","512.0981260533896"
"10","3","2","568.3174980244099"
"10","4","0","593.3493454643307"
"10","4","1","1338.2361348086145"
"10","4","2","568.3174980244099"
"10","5","0","500.53425814540793"
"10","5","1","890.6118002793586"
"10","5","2","568.3174980244099"
"11","1","0","202.72980210257353"
"11","1","1","44.1584916368033"
"11","1","2","50.63349104972491"
"11","2","0","202.72980210257353"
"11","2","1","94.28587103505036"
"11","2","2","81.85398182010937"
"11","3","0","202.72980210257353"
"11","3","1","94.96182031610078"
"11","3","2","73.62875075962346"
"11","4","0","202.72980210257353"
"11","4","1","107.47786809621002"
"11","4","2","70.8545319812215"
"11","5","0","202.72980210257353"
"11","5","1","136.35092823843138"
"11","5","2","80.44029308854797"
"13","1","0","205.54791703564968"
"13","1","1","734.8318463001887"
"13","1","2","960.5954891979384"
"13","2","0","157.02589012220312"
"13","2","1","512.2874351686191"
"13","2","2","866.7571895802386"
"13","3","0","210.84515087397756"
"13","3","1","212.0227900202978"
"13","3","2","360.9366927947646"
"13","4","0","272.58876403384215"
"13","4","1","1460.4489924632883"
"13","5","0","274.47655119813135"
"13","5","1","1157.1473322562679"
"17","1","0","966.92836969309"
"17","1","1","672.3441345813575"
"17","1","2","825.331639144544"
"17","2","0","1130.0357467470888"
"17","2","1","944.1245840257984"
"17","2","2","1069.2736121278283"
"17","3","0","1130.0357467470888"
"17","3","1","379.1257376477711"
"17","3","2","1058.4836211355466"
"17","4","0","1130.0357467470888"
"17","4","1","1079.985223553726"
"17","4","2","939.3342999321966"
"17","5","0","1130.0357467470888"
"17","5","1","783.9128133144357"
"18","1","0","120.7602443257036"
"18","1","1","157.4105427604758"
"18","2","0","234.9698090481433"
"18","2","1","406.0171037721497"
"18","3","0","286.99125964038575"
"18","3","1","399.00603584046763"
"18","4","0","234.45630995716377"
"18","4","1","302.6808264932394"
"18","5","0","325.6547673214695"
"18","5","1","218.48437000130295"
"21","1","0","288.69205220162155"
"21","1","1","248.75099098515412"
"21","1","2","254.24876582893538"
"21","2","0","288.69205220162155"
"21","2","1","290.5154614462815"
"21","3","0","288.69205220162155"
"21","3","1","297.2510839961156"
"21","4","0","288.69205220162155"
"21","4","1","304.6249204203044"
"21","5","0","274.67614929915874"
"21","5","1","290.4397774825887"
"22","1","0","280.46457434657714"
"22","1","1","136.84316399936975"
"22","1","2","70.7255704939185"
"22","2","0","280.46457434657714"
"22","2","1","366.8407311205419"
"22","2","2","98.18999792260834"
"22","3","0","280.46457434657714"
"22","3","1","628.3410298719506"
"22","3","2","49.55508873586683"
"22","4","0","229.88195671240638"
"22","4","1","1147.2796437595466"
"22","4","2","61.310727525054176"
"22","5","0","280.46457434657714"
"22","5","1","61.310727525054176"
"31","1","0","615.9889821073464"
"31","1","1","367.3334743452829"
"31","1","2","469.61602355421036"
"31","2","0","615.9889821073464"
"31","2","1","513.7420293854655"
"31","2","2","424.7722069379919"
"31","3","0","615.9889821073464"
"31","3","1","371.2757286161233"
"31","3","2","381.09498417639884"
"31","4","0","577.5795068099907"
"31","4","1","172.10217916295716"
"31","5","0","615.9889821073464"
"31","5","1","615.6774320675732"
"31","5","2","82.1690159946688"
"34","1","0","32.14522157445013"
"34","1","1","224.17959405072315"
"34","1","2","1245.4548768141901"
"34","2","0","32.14522157445013"
"34","2","1","522.6921272730402"
"34","2","2","1543.8648903494834"
"34","3","0","90.11580214525898"
"34","3","1","407.9117670821562"
"34","3","2","972.5693571292887"
"34","4","0","93.32911388151511"
"34","4","1","594.9018467260388"
"34","4","2","646.9465414527557"
"34","5","0","56.75522578046462"
"34","5","1","506.07970251151687"
"34","5","2","675.1765772121735"
"37","1","0","18.58845017080374"
"37","1","1","599.2830110885034"
"37","1","2","392.42499840808574"
"37","2","0","18.58845017080374"
"37","2","1","828.7892535369783"
"37","2","2","409.6380637388714"
"37","3","0","18.58845017080374"
"37","3","1","461.8583826228499"
"37","3","2","256.4105946220641"
"37","4","0","18.58845017080374"
"37","4","1","714.5122899037588"
"37","4","2","427.9801448017546"
"37","5","0","18.58845017080374"
"37","5","1","1063.3696880588618"
"37","5","2","345.5595792378747"
"39","1","0","280.01837516857853"
"39","1","1","214.04873835916553"
"39","1","2","316.60192178332517"
"39","2","0","128.81895525800763"
"39","2","1","786.0988685979156"
"39","2","2","201.7583877366158"
"39","3","0","388.6370035825044"
"39","3","1","586.2819066382444"
"39","3","2","201.7583877366158"
"39","4","0","426.6999589278223"
"39","4","1","416.1901412314726"
"39","4","2","387.7989421380229"
"39","5","0","351.3351467094329"
"39","5","1","201.7583877366158"
"43","1","0","287.38489891126056"
"43","1","1","310.09760217240483"
"43","2","0","261.72749029328423"
"43","2","1","341.7587665742598"
"43","3","0","605.6949719242432"
"43","3","1","401.48788254908163"
"43","4","0","316.2322673294196"
"43","4","1","529.7126889805622"
"43","5","0","952.2844992136423"
"43","5","1","427.89525363975997"
"47","1","0","930.1492089360843"
"47","1","1","218.81795959023844"
"47","1","2","194.93273537532545"
"47","2","0","762.1592000929195"
"47","2","1","835.8651011044199"
"47","2","2","86.34175387395504"
"47","3","0","506.15856132203044"
