"groupId","pathId","nodeId","value"
"1","1","1","0.03500710275082995"
"1","1","2","0.05008410176843409"
"1","2","1","0.15101575983569296"
"1","2","2","0.07520712850480626"
"1","3","1","0.0777616712808773"
"1","3","2","0.0679969476050332"
"1","4","1","0.5078670159248546"
"1","4","2","0.0692525748290323"
"1","5","1","0.08141873876657851"
"1","5","2","0.07913015854238384"
"5","1","1","0.026030275596172773"
"5","1","2","0.11265013327456881"
"5","1","3","0.07494512361986885"
"5","2","1","0.055244417998003684"
"5","2","2","0.08546695223291954"
"5","2","3","0.06049705042730914"
"5","3","1","0.055244417998003684"
"5","3","2","0.08700663798072612"
"5","3","3","0.057740610492448385"
"5","4","1","0.055244417998003684"
"5","4","2","0.08443440101561836"
"5","4","3","0.05770926573901299"
"5","5","1","0.055244417998003684"
"5","5","2","0.049718143711656636"
"5","5","3","0.06354709698376709"
"10","1","1","0.08722799490515201"
"10","1","2","0.11347882767212923"
"10","1","3","0.1606930348812169"
"10","2","1","0.028366204209140204"
"10","2","2","0.12333726338829674"
"10","2","3","0.1606930348812169"
"10","3","1","0.19077499236009218"
"10","3","2","0.09023012637050924"
"10","3","3","0.1606930348812169"
"10","4","1","0.11450869895661314"
"10","4","2","0.18690525853600012"
"10","4","3","0.1606930348812169"
"10","5","1","0.06687348918202911"
"10","5","2","0.11637507920829025"
"10","5","3","0.1606930348812169"
"11","1","1","0.03641045138638177"
"11","1","2","0.047214611443943434"
"11","1","3","0.03483345777606711"
"11","2","1","0.03641045138638177"
"11","2","2","0.04790607843611877"
"11","2","3","0.03406657894209856"
"11","3","1","0.03641045138638177"
"11","3","2","0.061195848174573055"
"11","3","3","0.03374033621120455"
"11","4","1","0.03641045138638177"
"11","4","2","0.05642804922778301"
"11","4","3","0.03195221068977194"
"11","5","1","0.03641045138638177"
"11","5","2","0.07405649991283282"
"11","5","3","0.03648772644938618"
"13","1","1","0.051190305269045056"
"13","1","2","0.13703634236723455"
"13","1","3","0.13518895086398183"
"13","2","1","0.09788954174572377"
"13","2","2","0.11975373842341544"
"13","2","3","0.0792637159736439"
"13","3","1","0.16341898436625782"
"13","3","2","0.1879889317021451"
"13","3","3","0.052095036730745725"
"13","4","1","0.05493256402961323"
"13","4","2","0.2256146895065907"
"13","5","1","0.04856806857968722"
"13","5","2","0.1756892628895542"
"17","1","1","0.1347323369543053"
"17","1","2","0.11792206653357289"
"17","1","3","0.10847993373647362"
"17","2","1","0.1111100257898282"
"17","2","2","0.23639212021905762"
"17","2","3","0.16152410377777174"
"17","3","1","0.1111100257898282"
"17","3","2","0.1031668937734861"
"17","3","3","0.12985917863279853"
"17","4","1","0.1111100257898282"
"17","4","2","0.21527909528481856"
"17","4","3","0.18419362001996203"
"17","5","1","0.1111100257898282"
"17","5","2","0.1511837942120527"
"18","1","1","0.15782681015287442"
"18","1","2","0.10725532793314879"
"18","2","1","0.32482253497092894"
"18","2","2","0.327234933717089"
"18","3","1","0.30389470335759416"
"18","3","2","0.28972585841815857"
"18","4","1","0.1955222066410915"
"18","4","2","0.18860379355080287"
"18","5","1","0.47474960478438616"
"18","5","2","0.18799776584523264"
"21","1","1","0.7768964477099405"
"21","1","2","0.7138436453143356"
"21","1","3","0.7138436453143355"
"21","2","1","0.7858457643595803"
"21","2","2","0.7313870186726379"
"21","3","1","0.7840083941689234"
"21","3","2","0.739698574221679"
"21","4","1","0.783589876927704"
"21","4","2","0.7510145992849501"
"21","5","1","0.7491975590731359"
"21","5","2","0.7197533738667771"
