"groupId","pathId","nodeId","value"
"4","1","0","5559.4334922259395"
"4","1","1","983.1631530718153"
"4","1","2","718.1566611006187"
"4","1","3","1473.4005942795384"
"4","1","4","941.1193357206608"
"4","2","0","1178.1241515631723"
"4","2","1","1178.0097234306627"
"4","2","2","828.207601431796"
"4","2","3","569.7649087399042"
"4","3","0","990.7810134620145"
"4","3","1","1213.2067889936418"
"4","3","2","693.8792496573586"
"4","3","3","941.1193357206608"
"4","4","0","982.8960374057826"
"4","4","1","718.1566611006187"
"4","4","2","1480.6072770048813"
"4","5","0","1218.4618816654965"
"4","5","1","864.4694503428666"
"4","5","2","569.7649087399042"
"9","1","0","1662.2398537124905"
"9","1","1","1028.5981586427106"
"9","1","2","644.5761697714362"
"9","1","3","921.3953163889132"
"9","2","0","1615.6411094786781"
"9","2","1","1152.704262832616"
"9","2","2","820.2797957660678"
"9","2","3","739.308873144123"
"9","3","0","1706.0327055076116"
"9","3","1","2242.0332985550604"
"9","3","2","746.8577220043959"
"9","3","3","739.308873144123"
"9","4","0","1580.641417665131"
"9","4","1","558.5716626297833"
"9","4","2","921.3953163889132"
"9","5","0","1706.0327055076116"
"9","5","1","2126.660428492791"
"9","5","2","921.3953163889132"
"13","1","0","1375.6464401911162"
"13","1","1","1382.4917692337788"
"13","1","2","1818.6236830290504"
"13","1","3","488.6745794588479"
"13","1","4","688.8311376480165"
"13","2","0","1535.4061260880828"
"13","2","1","540.1445342806326"
"13","2","2","502.93367848811295"
"13","2","3","1081.714805843519"
"13","3","0","1147.088400581255"
"13","3","1","1160.4431455934832"
"13","3","2","1145.1060861414996"
"13","3","3","931.5479050976813"
"13","3","4","646.5055134990672"
"13","4","0","1217.6353921834107"
"13","4","1","536.9803592954355"
"13","4","2","458.58700469785674"
"13","4","3","1813.193222440884"
"13","4","4","647.5551019907302"
"13","4","5","646.5055134990672"
"13","5","0","1535.4061260880828"
"13","5","1","577.2634135138962"
"13","5","2","1242.4025525504594"
"13","5","3","846.9864943505081"
"13","5","4","1049.7033296804827"
"13","5","5","1305.5171127507629"
"15","1","0","1375.2189431141242"
"15","1","1","683.483283746539"
"15","1","2","625.7292134454561"
"15","1","3","1941.5632162001568"
"15","1","4","622.7610423799155"
"15","2","0","1205.9090858672384"
"15","2","1","823.3649229535304"
"15","2","2","905.5833537193403"
"15","3","0","1153.160577347456"
"15","3","1","2646.373686420911"
"15","3","2","1263.9989102945829"
"15","3","3","746.6049957310087"
"15","4","0","1219.6628302984132"
"15","4","1","726.9342233797786"
"15","4","2","1137.275195339738"
"15","4","3","720.141069313624"
"15","5","0","1375.2189431141242"
"15","5","1","836.7124762223057"
"15","5","2","977.7492432541472"
"15","5","3","2564.7337921946473"
"16","1","0","700.6928325155654"
"16","1","1","1760.8042239039787"
"16","1","2","938.3488600147583"
"16","1","3","736.2993734999313"
"16","1","4","1343.315257591714"
"16","1","5","569.3429457510956"
"16","2","0","476.2897562646329"
"16","2","1","655.1847545867405"
"16","2","2","726.3988295527233"
"16","2","3","1343.315257591714"
"16","2","4","569.3429457510956"
"16","3","0","476.2897562646329"
"16","3","1","624.3054962578348"
"16","3","2","1417.3581998458944"
"16","3","3","569.3429457510956"
"16","4","0","475.09566968646334"
"16","4","1","1163.2903280458563"
"16","4","2","1759.9666661800018"
"16","4","3","569.3429457510956"
"16","5","0","475.09566968646334"
"16","5","1","1039.2976488903068"
"16","5","2","569.3429457510956"
"23","1","0","681.6290262260446"
"23","1","1","767.1112345771937"
"23","1","2","1654.880600037047"
"23","1","3","524.8610625482368"
"23","2","0","681.6290262260446"
"23","2","1","961.002736615036"
"23","2","2","682.1218368452506"
"23","3","0","913.0787994493453"
"23","3","1","524.8610625482368"
"23","4","0","681.6290262260446"
"23","4","1","709.5278775430954"
"23","4","2","509.45771940370327"
"23","5","0","633.8177179095616"
"23","5","1","442.39494439253923"
"23","5","2","820.6630453956312"
"24","1","0","1123.1449280585305"
"24","1","1","2961.0251559727753"
"24","1","2","2828.1185686357603"
"24","1","3","1047.5735365486105"
"24","2","0","1265.949954153788"
"24","2","1","997.8975185641024"
"24","2","2","1257.5158099348744"
"24","2","3","1800.7682821877902"
"24","2","4","1047.5735365486105"
"24","3","0","1123.1449280585305"
"24","3","1","2919.338507991926"
"24","3","2","1800.7682821877902"
