"start","stop","path","selection_rate","non_ordered_ratio","ordered_ratio","non_ordered_ratio_median","non_ordered_ratio_mean","ordered_ratio_mean","ordered_ratio_median","ordered_max","non_ordered_max","ordered_min","non_ordered_min"
"Popowo,_Oborniki_County","Economy_of_the_Gambia","21015363,22936,69593","0.2","0.7534626038781164","0.734818276265012","0.7557509333975672","0.7570998434300855","0.6684728403251927","0.6641854148888433","0.734818276265012","0.7764663374683849","0.6612826945583158","0.7534626038781164"
"Popowo,_Oborniki_County","Economy_of_the_Gambia","21015363,22936,69014,69593","0.2","0.7764663374683849","0.6822467858343475","0.7557509333975672","0.7570998434300855","0.6684728403251927","0.6641854148888433","0.734818276265012","0.7764663374683849","0.6612826945583158","0.7534626038781164"
"Acesulfame_potassium","Fungus","323114,3277,19178965","0.6","0.27570586683085585","0.13661994293943228","0.27623361773243027","0.27659952502418855","0.10404684489021734","0.09168039282139695","0.1376298284247631","0.28634884334594074","0.09072231797680036","0.27460638578590907"
"Acesulfame_potassium","Fungus","323114,531611,10834,19178965","0.2","0.27645351394141965","0.0913268811173778","0.27623361773243027","0.27659952502418855","0.10404684489021734","0.09168039282139695","0.1376298284247631","0.28634884334594074","0.09072231797680036","0.27460638578590907"
"Acesulfame_potassium","Fungus","323114,216102,34385,19178965","0.2","0.2783446213387281","0.09211070252196493","0.27623361773243027","0.27659952502418855","0.10404684489021734","0.09168039282139695","0.1376298284247631","0.28634884334594074","0.09072231797680036","0.27460638578590907"
"Hydrophilidae-stub","Staphyliniformia","35912906,965236,72276,1189093","0.4","0.9541595925297114","0.9223084831054441","0.9546226269486032","0.954968359314709","0.9249385150903957","0.9248546416330167","0.9300967327191957","0.9589442815249267","0.9223084831054441","0.9540052477234141"
"Hydrophilidae-stub","Staphyliniformia","35912906,965236,6042093,1189093","0.4","0.9543139373360087","0.9245550935709493","0.9546226269486032","0.954968359314709","0.9249385150903957","0.9248546416330167","0.9300967327191957","0.9589442815249267","0.9223084831054441","0.9540052477234141"
"Hydrophilidae-stub","Staphyliniformia","35912906,965236,1189093","0.2","0.9540052477234141","0.9300967327191957","0.9546226269486032","0.954968359314709","0.9249385150903957","0.9248546416330167","0.9300967327191957","0.9589442815249267","0.9223084831054441","0.9540052477234141"
"Fb_team_Home_United","Brunei_DPMM_FC","18126238,2090236,7685983","0.4","0.9266617969320672","0.9003460224353026","0.9287070854638422","0.9298524470416362","0.8776733526224829","0.8758487264378448","0.9003460224353026","0.9411249086924762","0.8730329452887117","0.9266617969320672"
"Fb_team_Home_United","Brunei_DPMM_FC","18126238,2090236,17003462,7685983","0.2","0.9284149013878744","0.8730329452887117","0.9287070854638422","0.9298524470416362","0.8776733526224829","0.8758487264378448","0.9003460224353026","0.9411249086924762","0.8730329452887117","0.9266617969320672"
"Fb_team_Home_United","Brunei_DPMM_FC","18126238,2090236,7251156,7685983","0.4","0.9411249086924762","0.89330656956247","0.9287070854638422","0.9298524470416362","0.8776733526224829","0.8758487264378448","0.9003460224353026","0.9411249086924762","0.8730329452887117","0.9266617969320672"
"Olaf_Beyer","Arabic_language","3501498,412065,492499,803","0.2","0.4073852891410371","0.1695477113785144","0.36050562356922466","0.3653608042201652","0.14449880368541845","0.1417342884418218","0.1695477113785144","0.4073852891410371","0.12912888384851834","0.3360207026973226"
"Olaf_Beyer","Arabic_language","3501498,13058,38802698,803","0.8","0.3364685975913208","0.12912888384851834","0.36050562356922466","0.3653608042201652","0.14449880368541845","0.1417342884418218","0.1695477113785144","0.4073852891410371","0.12912888384851834","0.3360207026973226"
"Wang_Tau_Hom_Estate","Singaporean_Mandarin","23453060,13404,5751,12870778","0.4","0.7294746418012281","0.6158720534737041","0.7249260859677052","0.7259813509210825","0.6120133000348134","0.609924472078497","0.630729510837939","0.7450534455310439","0.6014486935438894","0.7162838298840118"
"Wang_Tau_Hom_Estate","Singaporean_Mandarin","23453060,266210,19359,12870778","0.4","0.7162838298840118","0.6014486935438894","0.7249260859677052","0.7259813509210825","0.6120133000348134","0.609924472078497","0.630729510837939","0.7450534455310439","0.6014486935438894","0.7162838298840118"
"Wang_Tau_Hom_Estate","Singaporean_Mandarin","23453060,1391000,19359,12870778","0.2","0.7431203093017967","0.629098138032668","0.7249260859677052","0.7259813509210825","0.6120133000348134","0.609924472078497","0.630729510837939","0.7450534455310439","0.6014486935438894","0.7162838298840118"
"Transdev_York","Pennine_Blue","19133517,1086090,1194070,11100411","0.2","0.5017486420120545","0.2618691880023731","0.4923729444155071","0.49456953642384105","0.2627855671036018","0.261543074443217","0.29782320789933653","0.5043530024555398","0.2548169822856218","0.489842994270407"
"Transdev_York","Pennine_Blue","19133517,1086090,11100411","0.6","0.489842994270407","0.29782320789933653","0.4923729444155071","0.49456953642384105","0.2627855671036018","0.261543074443217","0.29782320789933653","0.5043530024555398","0.2548169822856218","0.489842994270407"
"Transdev_York","Pennine_Blue","19133517,1086090,15854660,11100411","0.2","0.49133120023811294","0.25987174245254185","0.4923729444155071","0.49456953642384105","0.2627855671036018","0.261543074443217","0.29782320789933653","0.5043530024555398","0.2548169822856218","0.489842994270407"
"Fernanda_Bullano","Metropolitan_regions_in_Germany","37464554,1231316,3354,30864632","0.4","0.20327960669612297","0.06875284967132594","0.2037463438919659","0.20448565561018112","0.06910825282903006","0.06859712407750641","0.0756381455694898","0.21522807890970191","0.06762433586402551","0.20271952206111146"
"Fernanda_Bullano","Metropolitan_regions_in_Germany","37464554,11867,28565,30864632","0.6","0.2050532080403261","0.06850328742683982","0.2037463438919659","0.20448565561018112","0.06910825282903006","0.06859712407750641","0.0756381455694898","0.21522807890970191","0.06762433586402551","0.20271952206111146"
"Tip_en_Tap","Closer_Economic_Relations","12010731,3343,67533,2509143","0.6","0.3671603795417727","0.16818613519700742","0.7362300393427448","0.36825966211525113","0.16854003933387393","0.33683506811145564","0.16946563476875545","0.3699953714417959","0.16818613519700742","0.3671603795417727"
"Tip_en_Tap","Closer_Economic_Relations","12010731,3343,21356,2509143","0.4","0.3699953714417959","0.16946563476875545","0.7362300393427448","0.36825966211525113","0.16854003933387393","0.33683506811145564","0.16946563476875545","0.3699953714417959","0.16818613519700742","0.3671603795417727"
"Metropolitan_Police_Sports_Club_Ground,_East_Molesey","King_Edward's_School,_Witley","28618204,48189,22879671,3150492","0.4","0.28523280489327174","0.06888952009883076","0.2888944368160446","0.2891590729413722","0.07732880409176217","0.07396536177814335","0.11872442433856704","0.2980901260766446","0.06888952009883076","0.28523280489327174"
"Metropolitan_Police_Sports_Club_Ground,_East_Molesey","King_Edward's_School,_Witley","28618204,188959,3150492","0.2","0.28876960845504096","0.11872442433856704","0.2888944368160446","0.2891590729413722","0.07732880409176217","0.07396536177814335","0.11872442433856704","0.2980901260766446","0.06888952009883076","0.28523280489327174"
"Metropolitan_Police_Sports_Club_Ground,_East_Molesey","King_Edward's_School,_Witley","28618204,3690664,32130186,3150492","0.2","0.2888944368160446","0.07319321233034905","0.2888944368160446","0.2891590729413722","0.07732880409176217","0.07396536177814335","0.11872442433856704","0.2980901260766446","0.06888952009883076","0.28523280489327174"
"Metropolitan_Police_Sports_Club_Ground,_East_Molesey","King_Edward's_School,_Witley","28618204,2100726,4043218,3150492","0.2","0.2896434069820663","0.07452658603653327","0.2888944368160446","0.2891590729413722","0.07732880409176217","0.07396536177814335","0.11872442433856704","0.2980901260766446","0.06888952009883076","0.28523280489327174"
"List_of_NME_number-one_singles","YouTube","28698167,35262372,19563384,3524766","0.2","0.24306566750719183","0.058768738118202137","0.24448627339560322","0.2473019142664346","0.06222380440208197","0.05965896587980163","0.08335626840617347","0.2656177859857229","0.05769188232989486","0.23727669851191532"
"List_of_NME_number-one_singles","YouTube","28698167,1477679,454884,3524766","0.2","0.2401889405831587","0.05769188232989486","0.24448627339560322","0.2473019142664346","0.06222380440208197","0.05965896587980163","0.08335626840617347","0.2656177859857229","0.05769188232989486","0.23727669851191532"
"List_of_NME_number-one_singles","YouTube","28698167,1477679,3282937,3524766","0.2","0.24857051532478602","0.06113658732574099","0.24448627339560322","0.2473019142664346","0.06222380440208197","0.05965896587980163","0.08335626840617347","0.2656177859857229","0.05769188232989486","0.23727669851191532"
"List_of_NME_number-one_singles","YouTube","28698167,1148589,3524766","0.4","0.23727669851191532","0.08246738252630499","0.24448627339560322","0.2473019142664346","0.06222380440208197","0.05965896587980163","0.08335626840617347","0.2656177859857229","0.05769188232989486","0.23727669851191532"
"Sachiko_Suzuki","Universal_Postal_Union","3995651,15573,31769,31713","0.8","0.39664567691935093","0.19148468926589898","0.7734923710341487","0.38856260595785896","0.18699658998421467","0.3720806795820249","0.19148468926589898","0.39664567691935093","0.18400512220311116","0.3835674497457011"
"Sachiko_Suzuki","Universal_Postal_Union","3995651,15573,31956,31713","0.2","0.38701864858319207","0.18640129113741377","0.7734923710341487","0.38856260595785896","0.18699658998421467","0.3720806795820249","0.19148468926589898","0.39664567691935093","0.18400512220311116","0.3835674497457011"
"Synagogue_in_the_Agora_of_Athens","Council_of_Chalcedon","22103023,24140,6962","0.4","0.2713041519633606","0.11333980703135729","0.2734439522486673","0.2741692319243186","0.07263623935521236","0.07060377518973485","0.11333980703135729","0.28613259253697726","0.06472214478280641","0.2576394624221038"
"Synagogue_in_the_Agora_of_Athens","Council_of_Chalcedon","22103023,507380,3080,6962","0.4","0.2576394624221038","0.06472214478280641","0.2734439522486673","0.2741692319243186","0.07263623935521236","0.07060377518973485","0.11333980703135729","0.28613259253697726","0.06472214478280641","0.2576394624221038"
"Synagogue_in_the_Agora_of_Athens","Council_of_Chalcedon","22103023,24140,264593,6962","0.2","0.27314362940160675","0.07002913184807477","0.2734439522486673","0.2741692319243186","0.07263623935521236","0.07060377518973485","0.11333980703135729","0.28613259253697726","0.06472214478280641","0.2576394624221038"
"Collinsville,_Connecticut","Granby,_Connecticut","108710,108722,108717","0.6","0.6015030441400304","0.4608510240063497","0.6046423135464232","0.6122488584474884","0.48224815538000565","0.4692301335337378","0.724681747001457","0.6500190258751902","0.4608510240063497","0.6014079147640792"
"Collinsville,_Connecticut","Granby,_Connecticut","108710,18032810,108717","0.2","0.6087328767123288","0.471009767415661","0.6046423135464232","0.6122488584474884","0.48224815538000565","0.4692301335337378","0.724681747001457","0.6500190258751902","0.4608510240063497","0.6014079147640792"
"Collinsville,_Connecticut","Granby,_Connecticut","108710,53678,108717","0.2","0.6410768645357686","0.49525727905686395","0.6046423135464232","0.6122488584474884","0.48224815538000565","0.4692301335337378","0.724681747001457","0.6500190258751902","0.4608510240063497","0.6014079147640792"
"Bermillo_de_Sayago","Puebla_de_Sanabria","13174514,13175101,5336727","0.3333333333333333","0.796544610624033","0.7403971148058394","0.796028880866426","0.7959979370809697","0.7444695585373969","0.7397974087352045","0.8560014477193802","0.796544610624033","0.7397974087352045","0.7957710159876225"
"Bermillo_de_Sayago","Puebla_de_Sanabria","13174514,13175425,5336727","0.3333333333333333","0.796028880866426","0.7397974087352045","0.796028880866426","0.7959979370809697","0.7444695585373969","0.7397974087352045","0.8560014477193802","0.796544610624033","0.7397974087352045","0.7957710159876225"
"Bermillo_de_Sayago","Puebla_de_Sanabria","13174514,13175421,5336727","0.3333333333333333","0.796028880866426","0.7397974087352045","0.796028880866426","0.7959979370809697","0.7444695585373969","0.7397974087352045","0.8560014477193802","0.796544610624033","0.7397974087352045","0.7957710159876225"
"Peritrana","Biochemistry","24139012,38493,9127632,3954","0.6","0.49775856548190844","0.37458433282699544","0.4967178994556516","0.49710214537303876","0.3757735724760834","0.3739770300824639","0.4119022775306773","0.5030419468459815","0.3729451086775991","0.4956772334293948"
"Peritrana","Biochemistry","24139012,23410163,418101,3954","0.2","0.4956772334293948","0.3729451086775991","0.4967178994556516","0.49710214537303876","0.3757735724760834","0.3739770300824639","0.4119022775306773","0.5030419468459815","0.3729451086775991","0.4956772334293948"
"Peritrana","Biochemistry","24139012,23410163,3954","0.2","0.4956772334293948","0.4119022775306773","0.4967178994556516","0.49710214537303876","0.3757735724760834","0.3739770300824639","0.4119022775306773","0.5030419468459815","0.3729451086775991","0.4956772334293948"
"Alexandra_Papageorgiou","1992_IAAF_World_Cross_Country_Championships","11595520,4073750,9537746,7991550","0.2","0.3883500852289426","0.17618281977701075","0.38811497090460234","0.38818315405866116","0.1825125363139161","0.1757599133445167","0.23285228173121006","0.3975783224592958","0.17234254896510304","0.38200199847175687"
"Alexandra_Papageorgiou","1992_IAAF_World_Cross_Country_Championships","11595520,43719,26326339,7991550","0.6","0.3827661200258626","0.17234254896510304","0.38811497090460234","0.38818315405866116","0.1825125363139161","0.1757599133445167","0.23285228173121006","0.3975783224592958","0.17234254896510304","0.38200199847175687"
"Alexandra_Papageorgiou","1992_IAAF_World_Cross_Country_Championships","11595520,7318981,7991550","0.2","0.3824722271204373","0.2319214683248653","0.38811497090460234","0.38818315405866116","0.1825125363139161","0.1757599133445167","0.23285228173121006","0.3975783224592958","0.17234254896510304","0.38200199847175687"
"Mazraeh-ye_Amirabad","Razeh,_Semnan","36729490,3251101,36730212","0.4","0.9934062399485365","0.9806430108453575","0.9926021228690898","0.9930524284335803","0.9822718485470696","0.9817564741180125","0.9879600552085184","0.9946928272756513","0.9806430108453575","0.9926021228690898"
"Mazraeh-ye_Amirabad","Razeh,_Semnan","36729490,36729504,36730212","0.4","0.9935670633644259","0.9827108712088596","0.9926021228690898","0.9930524284335803","0.9822718485470696","0.9817564741180125","0.9879600552085184","0.9946928272756513","0.9806430108453575","0.9926021228690898"
"Mazraeh-ye_Amirabad","Razeh,_Semnan","36729490,36723457,36730212","0.2","0.9926021228690898","0.9817564741180125","0.9926021228690898","0.9930524284335803","0.9822718485470696","0.9817564741180125","0.9879600552085184","0.9946928272756513","0.9806430108453575","0.9926021228690898"
"European_rhinoceros_beetle","Reptile","13789438,23410163,45086,25409","0.4","0.7172492836676218","0.6230697904731963","0.7165616045845272","0.7185925501432664","0.6272494064403752","0.6247910317151224","0.659617193678421","0.7531232091690544","0.6201511163492613","0.7134670487106017"
"European_rhinoceros_beetle","Reptile","13789438,32359501,19827221,25409","0.4","0.7150716332378223","0.6258000611591067","0.7165616045845272","0.7185925501432664","0.6272494064403752","0.6247910317151224","0.659617193678421","0.7531232091690544","0.6201511163492613","0.7134670487106017"
"European_rhinoceros_beetle","Reptile","13789438,159865,18842323,25409","0.2","0.7140401146131805","0.6201511163492613","0.7165616045845272","0.7185925501432664","0.6272494064403752","0.6247910317151224","0.659617193678421","0.7531232091690544","0.6201511163492613","0.7134670487106017"
"Embassy_of_South_Korea,_Washington,_D.C.","National_Register_of_Historic_Places_listings_in_Texas","31892801,2133480,4412275","0.8","0.30696055684454754","0.13397862272772695","0.3103016241299304","0.31046682134570774","0.11319845981645434","0.10948339938625126","0.13537510183829907","0.3576798143851508","0.10524509731830024","0.2997215777262181"
